case_id,case_family,document_type,ambiguity_level,missingness_level,noise_level,conflict_level,document_complexity,domain_risk,evidence_strength,ambiguity_bucket,direct_hallucination,casulo_hallucination,hallucination_reduction,residual_delta_index,delta_control_score,evidence_coverage,invented_fields,unsupported_fields,decision
SEED-404-STOCH-0227-SOFTWARE_REVIEW,software_review,incident_log,14,36,34,13,3,medium,74,A0_very_low,63,19,44,26,91,72,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0228-SOFTWARE_REVIEW,software_review,test_report,35,2,64,40,1,medium,75,A1_low,62,17,45,22,87,72,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0229-SOFTWARE_REVIEW,software_review,release_notes,97,85,65,44,4,high,22,A4_extreme,100,45,55,80,82,16,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0230-SOFTWARE_REVIEW,software_review,release_notes,42,60,88,40,5,medium,44,A2_medium,100,33,67,54,86,40,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0231-RULE_EXTRACTION,rule_extraction,business_rule_sheet,87,96,39,22,4,medium,26,A4_extreme,100,37,63,77,84,21,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0232-SOFTWARE_REVIEW,software_review,test_report,60,67,59,57,3,medium,38,A2_medium,100,31,69,65,85,34,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0233-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,21,71,93,51,5,high,42,A1_low,100,37,63,57,86,38,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0234-RULE_EXTRACTION,rule_extraction,policy,36,4,41,54,4,medium,75,A1_low,79,25,54,26,88,72,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0235-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,8,11,16,65,5,low,81,A0_very_low,46,15,31,24,90,80,0,0,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0236-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,29,46,43,94,5,medium,52,A1_low,93,30,63,55,86,50,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0237-PARSER_DOCUMENTAL,parser_documental,service_intake,10,39,40,90,2,low,61,A0_very_low,48,15,33,46,87,59,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0238-PARSER_DOCUMENTAL,parser_documental,email_request,69,60,71,15,1,low,43,A3_high,56,16,40,54,86,38,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0239-AUDIT_DOCUMENTAL,audit_documental,policy_audit,27,15,80,66,5,high,65,A1_low,98,32,66,33,86,62,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0240-PARSER_DOCUMENTAL,parser_documental,service_intake,30,88,93,13,4,low,37,A1_low,62,20,42,58,86,33,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0241-RULE_EXTRACTION,rule_extraction,procedure,76,3,9,8,4,high,78,A3_high,94,29,65,23,89,75,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0242-PARSER_DOCUMENTAL,parser_documental,checklist,89,36,95,63,1,medium,38,A4_extreme,77,22,55,59,82,32,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0243-RULE_EXTRACTION,rule_extraction,business_rule_sheet,85,100,63,73,5,high,14,A4_extreme,100,52,48,92,80,9,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0244-RULE_EXTRACTION,rule_extraction,acceptance_criteria,62,20,31,17,2,medium,69,A3_high,75,22,53,31,88,66,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0245-SOFTWARE_REVIEW,software_review,test_report,29,98,93,61,3,high,26,A1_low,100,38,62,75,83,22,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0246-AUDIT_DOCUMENTAL,audit_documental,policy_audit,56,97,19,89,3,medium,27,A2_medium,100,32,68,86,83,24,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0247-PARSER_DOCUMENTAL,parser_documental,checklist,96,52,38,33,2,medium,42,A4_extreme,75,22,53,60,85,37,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0248-RULE_EXTRACTION,rule_extraction,policy,88,45,94,83,1,high,32,A4_extreme,100,38,62,68,81,26,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0249-SOFTWARE_REVIEW,software_review,incident_log,32,62,20,8,3,medium,60,A1_low,74,22,52,42,91,58,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0250-SOFTWARE_REVIEW,software_review,incident_log,90,9,7,41,5,high,67,A4_extreme,100,36,64,37,86,63,1,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0251-SOFTWARE_REVIEW,software_review,test_report,65,53,3,51,4,high,52,A3_high,100,35,65,56,87,49,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0252-SOFTWARE_REVIEW,software_review,incident_log,30,32,87,6,2,medium,65,A1_low,69,20,49,28,88,61,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0253-PARSER_DOCUMENTAL,parser_documental,email_request,21,22,8,74,1,medium,73,A1_low,47,13,34,35,89,72,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0254-PARSER_DOCUMENTAL,parser_documental,checklist,43,76,97,2,2,medium,41,A2_medium,66,20,46,53,87,36,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0255-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,41,83,72,97,3,high,28,A2_medium,100,38,62,79,83,24,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0256-RULE_EXTRACTION,rule_extraction,acceptance_criteria,81,1,49,19,1,medium,70,A4_extreme,75,21,54,27,86,65,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0257-RULE_EXTRACTION,rule_extraction,policy,99,7,80,24,5,medium,57,A4_extreme,100,35,65,37,84,51,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0258-RULE_EXTRACTION,rule_extraction,acceptance_criteria,91,16,67,80,5,medium,48,A4_extreme,100,38,62,53,82,42,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0259-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,72,37,96,45,5,medium,45,A3_high,100,33,67,51,84,39,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0260-RULE_EXTRACTION,rule_extraction,procedure,60,72,13,88,4,medium,38,A2_medium,100,35,65,74,85,35,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0261-SOFTWARE_REVIEW,software_review,release_notes,81,43,89,52,5,high,40,A4_extreme,100,43,57,58,83,34,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0262-RULE_EXTRACTION,rule_extraction,acceptance_criteria,20,76,48,60,3,medium,45,A0_very_low,91,28,63,60,87,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0263-SOFTWARE_REVIEW,software_review,test_report,100,16,56,50,5,medium,52,A4_extreme,100,35,65,47,83,46,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0264-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,40,64,88,58,1,high,40,A1_low,98,29,69,60,85,36,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0265-RULE_EXTRACTION,rule_extraction,acceptance_criteria,72,39,40,100,4,medium,44,A3_high,100,36,64,64,83,40,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0266-PARSER_DOCUMENTAL,parser_documental,service_intake,52,78,96,59,4,medium,29,A2_medium,85,27,58,70,83,24,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0267-SOFTWARE_REVIEW,software_review,release_notes,0,82,84,34,1,high,46,A0_very_low,85,25,60,53,88,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0268-RULE_EXTRACTION,rule_extraction,business_rule_sheet,4,54,5,31,5,medium,70,A0_very_low,76,25,51,36,92,70,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0269-PARSER_DOCUMENTAL,parser_documental,checklist,14,44,42,22,2,low,68,A0_very_low,42,12,30,33,90,66,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0270-SOFTWARE_REVIEW,software_review,incident_log,57,95,35,92,5,high,24,A2_medium,100,46,54,87,83,21,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0271-SOFTWARE_REVIEW,software_review,repo_summary,62,20,37,68,1,high,60,A3_high,92,26,66,44,85,56,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0272-SOFTWARE_REVIEW,software_review,test_report,95,52,89,56,5,medium,32,A4_extreme,100,39,61,67,82,26,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0273-RULE_EXTRACTION,rule_extraction,procedure,81,73,59,59,3,medium,30,A4_extreme,100,35,65,74,84,25,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0274-AUDIT_DOCUMENTAL,audit_documental,policy_audit,90,0,84,80,2,medium,53,A4_extreme,92,27,65,45,81,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0275-RULE_EXTRACTION,rule_extraction,policy,76,54,100,64,4,high,33,A3_high,100,44,56,65,82,27,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0276-RULE_EXTRACTION,rule_extraction,policy,66,46,11,89,1,high,48,A3_high,100,31,69,63,85,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0277-SOFTWARE_REVIEW,software_review,release_notes,5,31,43,41,5,high,73,A0_very_low,87,29,58,28,90,72,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0278-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,26,17,64,76,1,high,65,A1_low,78,22,56,36,86,62,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0279-RULE_EXTRACTION,rule_extraction,business_rule_sheet,12,66,83,81,5,medium,43,A0_very_low,100,34,66,59,86,40,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0280-SOFTWARE_REVIEW,software_review,repo_summary,63,6,57,95,3,high,59,A3_high,100,33,67,44,83,55,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0281-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,64,61,60,45,4,medium,41,A3_high,79,25,54,60,86,37,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0282-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,53,7,6,51,3,medium,76,A2_medium,69,21,48,30,88,74,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0283-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,9,95,69,38,1,high,39,A0_very_low,88,25,63,62,87,37,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0284-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,11,83,10,50,2,medium,51,A0_very_low,71,21,50,58,89,50,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0285-RULE_EXTRACTION,rule_extraction,business_rule_sheet,24,41,5,27,4,medium,71,A1_low,74,24,50,34,91,70,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0286-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,47,86,60,77,4,high,29,A2_medium,100,39,61,77,84,25,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0287-AUDIT_DOCUMENTAL,audit_documental,policy_audit,69,26,87,10,3,medium,57,A3_high,82,25,57,36,86,52,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0288-SOFTWARE_REVIEW,software_review,test_report,89,32,83,35,1,high,46,A4_extreme,100,31,69,50,84,40,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0289-SOFTWARE_REVIEW,software_review,release_notes,77,13,53,0,3,high,67,A3_high,93,28,65,27,87,62,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0290-RULE_EXTRACTION,rule_extraction,acceptance_criteria,62,59,14,76,4,high,45,A3_high,100,39,61,65,86,42,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0291-PARSER_DOCUMENTAL,parser_documental,checklist,17,23,5,91,3,low,71,A0_very_low,47,15,32,39,88,70,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0292-PARSER_DOCUMENTAL,parser_documental,email_request,69,21,53,74,5,low,55,A3_high,67,22,45,48,84,51,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0293-AUDIT_DOCUMENTAL,audit_documental,policy_audit,51,74,21,98,3,medium,37,A2_medium,97,30,67,75,85,34,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0294-RULE_EXTRACTION,rule_extraction,acceptance_criteria,80,25,94,37,3,medium,50,A3_high,100,31,69,45,84,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0295-PARSER_DOCUMENTAL,parser_documental,email_request,11,92,49,4,2,low,48,A0_very_low,48,14,34,52,89,46,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0296-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,10,18,25,3,3,medium,86,A0_very_low,51,15,36,13,92,85,0,0,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0297-PARSER_DOCUMENTAL,parser_documental,form_record,77,29,62,52,5,low,51,A3_high,68,22,46,49,84,46,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0298-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,42,82,25,2,4,medium,49,A2_medium,83,26,57,53,89,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0299-PARSER_DOCUMENTAL,parser_documental,form_record,34,38,24,88,3,low,58,A1_low,55,17,38,51,87,56,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0300-AUDIT_DOCUMENTAL,audit_documental,policy_audit,44,15,59,25,3,high,70,A2_medium,83,25,58,27,88,66,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0001-PARSER_DOCUMENTAL,parser_documental,form_record,19,32,38,35,3,medium,70,A0_very_low,53,16,37,31,90,68,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0002-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,68,68,82,44,1,high,34,A3_high,100,31,69,65,84,29,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0003-RULE_EXTRACTION,rule_extraction,business_rule_sheet,75,68,83,92,1,high,25,A3_high,100,39,61,79,82,20,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0004-SOFTWARE_REVIEW,software_review,incident_log,31,15,2,37,3,medium,80,A1_low,64,19,45,25,90,79,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0005-PARSER_DOCUMENTAL,parser_documental,service_intake,15,97,55,98,5,medium,30,A0_very_low,84,27,57,79,84,28,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0006-AUDIT_DOCUMENTAL,audit_documental,policy_audit,48,38,37,39,2,high,60,A2_medium,86,26,60,42,88,57,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0007-RULE_EXTRACTION,rule_extraction,business_rule_sheet,70,9,48,93,5,high,58,A3_high,100,41,59,47,83,54,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0008-SOFTWARE_REVIEW,software_review,test_report,47,35,1,20,2,high,70,A2_medium,79,23,56,34,90,68,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0009-PARSER_DOCUMENTAL,parser_documental,checklist,82,1,66,98,5,medium,55,A4_extreme,83,27,56,47,82,50,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0010-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,36,81,8,42,4,medium,48,A1_low,86,27,59,61,89,46,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0011-RULE_EXTRACTION,rule_extraction,business_rule_sheet,10,81,86,49,3,high,41,A0_very_low,100,34,66,59,87,38,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0012-SOFTWARE_REVIEW,software_review,release_notes,29,71,68,17,4,medium,49,A1_low,87,28,59,50,89,46,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0013-PARSER_DOCUMENTAL,parser_documental,service_intake,67,48,0,23,3,medium,59,A3_high,64,19,45,47,89,56,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0014-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,35,12,92,63,1,high,63,A1_low,82,23,59,33,85,59,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0015-RULE_EXTRACTION,rule_extraction,procedure,26,15,69,50,2,medium,69,A1_low,72,21,51,29,87,66,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0016-SOFTWARE_REVIEW,software_review,release_notes,92,85,66,33,1,high,24,A4_extreme,100,36,64,77,83,18,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0017-PARSER_DOCUMENTAL,parser_documental,email_request,0,97,63,69,2,low,37,A0_very_low,56,17,39,69,86,35,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0018-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,1,60,64,24,5,high,60,A0_very_low,90,30,60,39,90,58,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0019-RULE_EXTRACTION,rule_extraction,policy,93,71,56,24,1,medium,33,A4_extreme,100,30,70,67,85,28,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0020-SOFTWARE_REVIEW,software_review,repo_summary,87,49,69,42,2,medium,40,A4_extreme,99,30,69,59,84,34,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0021-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,69,50,59,23,1,medium,48,A3_high,79,23,56,50,86,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0022-PARSER_DOCUMENTAL,parser_documental,form_record,20,100,65,67,4,medium,31,A0_very_low,79,25,54,75,84,28,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0023-RULE_EXTRACTION,rule_extraction,acceptance_criteria,51,68,9,94,1,medium,42,A2_medium,93,27,66,71,86,40,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0024-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,94,63,98,42,2,high,28,A4_extreme,100,37,63,69,82,21,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0025-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,39,51,3,85,2,low,55,A1_low,54,16,38,57,87,53,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0026-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,97,68,24,84,2,medium,29,A4_extreme,85,26,59,81,83,24,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0027-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,30,41,68,89,3,medium,51,A1_low,85,27,58,53,85,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0028-RULE_EXTRACTION,rule_extraction,procedure,65,33,32,74,5,medium,53,A3_high,100,34,66,53,85,49,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0029-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,21,96,49,70,4,medium,34,A1_low,77,25,52,73,85,32,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0030-RULE_EXTRACTION,rule_extraction,business_rule_sheet,82,32,43,87,1,medium,46,A4_extreme,98,28,70,60,83,41,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0031-RULE_EXTRACTION,rule_extraction,business_rule_sheet,31,41,36,11,2,high,67,A1_low,81,24,57,32,90,65,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0032-SOFTWARE_REVIEW,software_review,repo_summary,29,96,32,45,3,high,38,A1_low,100,33,67,68,87,36,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0033-PARSER_DOCUMENTAL,parser_documental,service_intake,43,89,47,90,2,low,29,A2_medium,66,20,46,80,84,26,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0034-SOFTWARE_REVIEW,software_review,release_notes,73,18,94,92,5,medium,46,A3_high,100,36,64,53,81,40,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0035-RULE_EXTRACTION,rule_extraction,acceptance_criteria,30,0,93,61,2,high,70,A1_low,88,26,62,25,85,66,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0036-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,47,48,75,100,4,medium,41,A2_medium,100,32,68,63,83,37,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0037-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,32,59,69,76,4,low,44,A1_low,64,20,44,59,86,41,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0038-RULE_EXTRACTION,rule_extraction,business_rule_sheet,47,85,51,15,3,high,41,A2_medium,100,35,65,60,87,38,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0039-RULE_EXTRACTION,rule_extraction,policy,69,14,0,13,4,medium,75,A3_high,80,25,55,28,89,72,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0040-RULE_EXTRACTION,rule_extraction,acceptance_criteria,84,33,86,27,2,medium,48,A4_extreme,97,29,68,47,84,42,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0041-RULE_EXTRACTION,rule_extraction,policy,13,7,37,59,4,high,80,A0_very_low,84,27,57,23,89,78,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0042-RULE_EXTRACTION,rule_extraction,procedure,74,81,23,70,5,high,32,A3_high,100,46,54,78,84,28,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0043-RULE_EXTRACTION,rule_extraction,policy,56,44,47,58,4,medium,51,A2_medium,100,32,68,52,86,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0044-PARSER_DOCUMENTAL,parser_documental,email_request,11,65,56,48,5,medium,53,A0_very_low,68,22,46,49,89,51,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0045-PARSER_DOCUMENTAL,parser_documental,checklist,51,82,38,42,5,medium,39,A2_medium,80,26,54,66,86,36,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0046-SOFTWARE_REVIEW,software_review,incident_log,86,46,24,40,3,medium,49,A4_extreme,96,29,67,56,86,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0047-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,83,62,73,44,1,high,34,A4_extreme,100,32,68,66,84,28,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-505-STOCH-0048-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,11,9,69,35,5,high,78,A0_very_low,81,27,54,18,89,75,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
