case_id,case_family,document_type,ambiguity_level,missingness_level,noise_level,conflict_level,document_complexity,domain_risk,evidence_strength,synthetic_profile,blocked_outputs
STOCH-0402-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,57,56,44,3,4,medium,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0403-SOFTWARE_REVIEW,software_review,repo_summary,99,46,1,47,5,high,48,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0404-PARSER_DOCUMENTAL,parser_documental,service_intake,87,51,24,100,1,medium,37,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0405-PARSER_DOCUMENTAL,parser_documental,email_request,94,94,28,4,4,medium,30,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0406-SOFTWARE_REVIEW,software_review,release_notes,28,34,92,2,2,medium,64,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0407-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,60,92,51,84,2,medium,24,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0408-RULE_EXTRACTION,rule_extraction,acceptance_criteria,17,97,48,96,3,medium,31,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0409-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,8,83,4,0,3,low,61,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0410-SOFTWARE_REVIEW,software_review,test_report,24,20,12,9,1,medium,82,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0411-SOFTWARE_REVIEW,software_review,test_report,64,87,55,14,3,medium,35,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0412-PARSER_DOCUMENTAL,parser_documental,checklist,94,2,35,53,2,low,63,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0413-SOFTWARE_REVIEW,software_review,repo_summary,75,77,55,57,4,medium,30,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0414-PARSER_DOCUMENTAL,parser_documental,service_intake,7,33,8,81,2,medium,71,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0415-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,85,59,54,94,4,medium,30,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0416-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,8,88,65,85,4,medium,36,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0417-PARSER_DOCUMENTAL,parser_documental,email_request,15,65,34,1,3,low,62,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0418-PARSER_DOCUMENTAL,parser_documental,service_intake,22,57,18,93,4,medium,53,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0419-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,98,51,10,58,3,high,43,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0420-SOFTWARE_REVIEW,software_review,release_notes,37,44,78,90,3,medium,46,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0421-PARSER_DOCUMENTAL,parser_documental,checklist,60,65,19,38,2,medium,48,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0422-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,10,74,89,49,3,high,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0423-PARSER_DOCUMENTAL,parser_documental,email_request,34,97,76,91,3,low,23,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0424-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,43,89,90,92,5,medium,22,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0425-SOFTWARE_REVIEW,software_review,test_report,17,65,36,64,3,high,52,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0426-PARSER_DOCUMENTAL,parser_documental,form_record,20,89,39,90,4,medium,36,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0427-PARSER_DOCUMENTAL,parser_documental,form_record,2,0,92,71,4,medium,76,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0428-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,25,71,65,61,4,low,43,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0429-PARSER_DOCUMENTAL,parser_documental,form_record,11,10,65,74,1,low,72,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0430-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,16,2,100,11,2,high,79,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0431-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,99,51,2,71,2,medium,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0432-PARSER_DOCUMENTAL,parser_documental,service_intake,18,25,63,22,1,low,72,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0433-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,38,51,92,89,3,low,41,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0434-SOFTWARE_REVIEW,software_review,test_report,66,35,96,94,5,high,40,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0435-RULE_EXTRACTION,rule_extraction,business_rule_sheet,83,47,26,70,5,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0436-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,100,19,18,58,5,high,56,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0437-SOFTWARE_REVIEW,software_review,incident_log,13,95,22,2,3,medium,51,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0438-RULE_EXTRACTION,rule_extraction,acceptance_criteria,89,54,14,88,3,high,39,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0439-AUDIT_DOCUMENTAL,audit_documental,policy_audit,86,16,92,43,1,medium,52,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0440-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,60,79,31,2,2,medium,45,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0441-SOFTWARE_REVIEW,software_review,test_report,76,51,23,68,3,medium,45,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0442-PARSER_DOCUMENTAL,parser_documental,checklist,3,83,29,6,2,medium,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0443-RULE_EXTRACTION,rule_extraction,procedure,31,75,44,89,1,medium,39,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0444-SOFTWARE_REVIEW,software_review,repo_summary,23,44,79,81,1,medium,51,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0445-PARSER_DOCUMENTAL,parser_documental,form_record,19,5,50,28,5,medium,82,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0446-SOFTWARE_REVIEW,software_review,test_report,100,84,28,41,2,high,27,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0447-PARSER_DOCUMENTAL,parser_documental,form_record,58,54,50,68,3,low,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0448-SOFTWARE_REVIEW,software_review,release_notes,89,59,11,89,4,medium,37,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0449-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,49,90,29,97,4,high,29,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0450-RULE_EXTRACTION,rule_extraction,procedure,69,99,15,89,3,high,23,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0451-SOFTWARE_REVIEW,software_review,test_report,19,78,53,58,3,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0452-RULE_EXTRACTION,rule_extraction,acceptance_criteria,39,24,52,32,5,medium,67,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0453-SOFTWARE_REVIEW,software_review,incident_log,56,55,78,9,5,medium,49,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0454-RULE_EXTRACTION,rule_extraction,acceptance_criteria,62,98,65,38,4,medium,25,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0455-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,68,92,18,3,4,high,39,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0456-SOFTWARE_REVIEW,software_review,incident_log,14,59,75,89,3,medium,46,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0457-PARSER_DOCUMENTAL,parser_documental,form_record,26,36,18,76,1,medium,64,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0458-SOFTWARE_REVIEW,software_review,repo_summary,98,72,97,48,2,high,22,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0459-RULE_EXTRACTION,rule_extraction,business_rule_sheet,11,46,75,58,5,medium,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0460-AUDIT_DOCUMENTAL,audit_documental,policy_audit,49,34,57,76,2,high,53,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0461-PARSER_DOCUMENTAL,parser_documental,email_request,5,75,58,10,3,low,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0462-SOFTWARE_REVIEW,software_review,repo_summary,25,38,34,24,3,medium,68,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0463-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,16,9,44,73,5,medium,75,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0464-RULE_EXTRACTION,rule_extraction,policy,1,19,78,94,3,medium,66,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0465-SOFTWARE_REVIEW,software_review,release_notes,41,11,97,85,3,medium,58,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0466-SOFTWARE_REVIEW,software_review,release_notes,21,43,35,19,3,high,68,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0467-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,12,79,78,82,1,low,38,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0468-SOFTWARE_REVIEW,software_review,incident_log,22,31,5,97,5,high,66,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0469-SOFTWARE_REVIEW,software_review,test_report,35,48,77,87,3,high,46,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0470-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,73,60,27,81,4,medium,39,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0471-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,86,53,3,17,2,high,52,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0472-SOFTWARE_REVIEW,software_review,incident_log,21,61,92,82,3,medium,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0473-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,19,54,69,58,2,high,52,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0474-RULE_EXTRACTION,rule_extraction,policy,27,34,4,97,4,medium,63,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0475-PARSER_DOCUMENTAL,parser_documental,service_intake,61,29,73,57,2,medium,53,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0476-SOFTWARE_REVIEW,software_review,repo_summary,75,1,20,39,3,medium,72,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0477-PARSER_DOCUMENTAL,parser_documental,form_record,62,28,92,38,2,medium,53,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0478-RULE_EXTRACTION,rule_extraction,acceptance_criteria,14,48,82,38,3,medium,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0479-PARSER_DOCUMENTAL,parser_documental,checklist,36,38,54,79,1,medium,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0480-SOFTWARE_REVIEW,software_review,incident_log,13,60,34,9,3,high,64,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0481-RULE_EXTRACTION,rule_extraction,acceptance_criteria,24,24,60,6,3,medium,74,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0482-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,86,54,85,29,4,medium,38,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0483-RULE_EXTRACTION,rule_extraction,procedure,51,84,96,22,2,high,32,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0484-SOFTWARE_REVIEW,software_review,release_notes,57,77,97,2,3,high,37,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0485-RULE_EXTRACTION,rule_extraction,procedure,87,94,42,36,1,medium,25,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0486-RULE_EXTRACTION,rule_extraction,policy,30,77,40,96,3,high,38,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0487-RULE_EXTRACTION,rule_extraction,policy,48,40,22,45,2,high,60,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0488-RULE_EXTRACTION,rule_extraction,procedure,42,55,54,16,5,high,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0489-PARSER_DOCUMENTAL,parser_documental,checklist,79,56,73,33,2,low,40,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0490-SOFTWARE_REVIEW,software_review,release_notes,42,6,98,59,4,high,64,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0491-PARSER_DOCUMENTAL,parser_documental,email_request,62,86,91,78,5,low,21,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0492-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,75,74,51,42,5,high,34,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0493-PARSER_DOCUMENTAL,parser_documental,email_request,69,99,36,47,5,low,26,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0494-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,91,54,64,34,3,medium,39,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0495-RULE_EXTRACTION,rule_extraction,policy,42,47,39,32,3,medium,58,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0496-RULE_EXTRACTION,rule_extraction,business_rule_sheet,7,90,39,63,2,high,43,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0497-PARSER_DOCUMENTAL,parser_documental,email_request,14,87,69,93,2,low,34,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0498-RULE_EXTRACTION,rule_extraction,procedure,24,17,66,97,3,high,62,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0499-RULE_EXTRACTION,rule_extraction,business_rule_sheet,71,96,93,1,4,high,25,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0500-SOFTWARE_REVIEW,software_review,release_notes,87,64,41,73,5,medium,33,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
